,visit_datetime,visitors,yhat_lower,yhat_upper
0,2016-10-26 20:00:00,3.4055333200627955,-1.464497480365623,8.437834545809038
1,2016-10-27 11:00:00,2.295710838158014,-2.663713766542204,6.697438165602001
2,2016-10-27 17:00:00,3.8541408948578733,-0.9080407326217839,8.472497501700506
3,2016-10-27 18:00:00,3.566547960802023,-1.310986073246566,8.369970205949258
4,2016-10-27 19:00:00,3.4236429801027306,-1.6113974818332646,8.482220549757283
5,2016-10-27 20:00:00,3.548291332028448,-1.1784328624396063,8.664059798597336
6,2016-10-27 21:00:00,3.8175736943301284,-0.847233758086706,8.81237402596525
7,2016-10-27 22:00:00,4.037487890162336,-0.8245973051620356,8.58129904401083
8,2016-10-28 11:00:00,2.52782750800279,-2.168029569840862,7.496355868835129
9,2016-10-28 12:00:00,2.2853488753521964,-2.4618755575559397,7.375870109181043
10,2016-10-28 15:00:00,3.70371970807003,-0.9686845348022696,8.640634151092918
11,2016-10-28 17:00:00,3.85346356260298,-0.8155098225931716,8.650904118766324
12,2016-10-28 18:00:00,3.551293147821036,-1.3152616351411912,8.435521428874088
13,2016-10-28 19:00:00,3.403112144013264,-1.5682845192226615,8.295097223800958
14,2016-10-28 20:00:00,3.5317379365064276,-0.9079493051811999,8.80020969749682
15,2016-10-28 21:00:00,3.8122745544205703,-1.1800302278750605,8.99181486758
16,2016-10-28 22:00:00,4.048012185532599,-0.980153169081284,8.988827375081572
17,2016-10-28 23:00:00,4.158190509353669,-0.7927136164037183,9.016564402353717
18,2016-10-29 11:00:00,2.5389005665866877,-2.501242499377818,7.067214415612117
19,2016-10-29 12:00:00,2.2681966288312414,-2.609498381566777,7.072176629668722
20,2016-10-29 14:00:00,3.012204886206798,-1.9419200261773477,8.206267821342573
21,2016-10-29 16:00:00,3.8892975134756633,-1.052668672961093,8.832696422664961
22,2016-10-29 17:00:00,3.741330762583791,-0.9403336747524225,8.290123703182202
23,2016-10-29 18:00:00,3.430011833872559,-1.5078787167919312,8.433854496662823
24,2016-10-29 19:00:00,3.2797020726174755,-1.3677333645463385,8.434045031399659
25,2016-10-29 20:00:00,3.4139104092019346,-1.3258908405637806,8.282589621273221
26,2016-10-29 21:00:00,3.7064700619008084,-1.2577881772147081,8.83440148809525
27,2016-10-29 22:00:00,3.958575440941459,-0.8088018234354739,8.83753100989146
28,2016-10-30 10:00:00,2.821801718806468,-1.990460343187455,7.585325375895048
29,2016-10-30 11:00:00,2.4025673092400717,-2.62190593281602,7.278774516944788
30,2016-10-30 14:00:00,2.7098738436258283,-2.2789168221681657,7.663461294734458
31,2016-10-30 16:00:00,3.474834973590389,-1.1811922117975804,8.542895722378839
32,2016-10-30 17:00:00,3.2728509971606625,-1.7378701962997611,8.21462224451694
33,2016-10-30 18:00:00,2.913589342678727,-1.7894875528647889,7.589718404314753
34,2016-10-30 19:00:00,2.7257158881910835,-1.9330338123280473,7.680548093329049
35,2016-10-30 20:00:00,2.83549293603055,-1.8192046870809777,7.787494492429843
36,2016-10-30 21:00:00,3.1175598908469837,-1.751309975685607,8.039305600790206
